Batch_reward,Episode_reward,Loss,episode
128.0,25.6,-0.33163779973983765,375
89.0,17.8,-0.31738248467445374,380
127.0,25.4,-0.38126614689826965,385
78.0,15.6,-0.32667869329452515,390
98.0,19.6,-0.3316572606563568,395
147.0,29.4,-0.3489876985549927,400
109.0,21.8,-0.328703373670578,405
115.0,23.0,-0.3258844017982483,410
77.0,15.4,-0.3242562413215637,415
109.0,21.8,-0.3315679430961609,420
125.0,25.0,-0.35489338636398315,425
81.0,16.2,-0.32471272349357605,430
78.0,15.6,-0.32005593180656433,435
97.0,19.4,-0.31360965967178345,440
125.0,25.0,-0.3440498113632202,445
112.0,22.4,-0.33888572454452515,450
128.0,25.6,-0.32566192746162415,455
81.0,16.2,-0.325516015291214,460
193.0,38.6,-0.3992687165737152,465
159.0,31.8,-0.36642223596572876,470
141.0,28.2,-0.3294885456562042,475
115.0,23.0,-0.32550784945487976,480
86.0,17.2,-0.32193079590797424,485
117.0,23.4,-0.3378137946128845,490
93.0,18.6,-0.3283882141113281,495
91.0,18.2,-0.31916195154190063,500
155.0,31.0,-0.35981062054634094,505
122.0,24.4,-0.33529549837112427,510
122.0,24.4,-0.3334076702594757,515
127.0,25.4,-0.3241950273513794,520
69.0,13.8,-0.31813812255859375,525
100.0,20.0,-0.3260694742202759,530
96.0,19.2,-0.3393671214580536,535
108.0,21.6,-0.3339618146419525,540
103.0,20.6,-0.32321697473526,545
108.0,21.6,-0.34803831577301025,550
209.0,41.8,-0.37500619888305664,555
90.0,18.0,-0.31353095173835754,560
91.0,18.2,-0.32434719800949097,565
101.0,20.2,-0.3281025290489197,570
169.0,33.8,-0.3593110740184784,575
95.0,19.0,-0.331133633852005,580
122.0,24.4,-0.3337944746017456,585
135.0,27.0,-0.3440612852573395,590
84.0,16.8,-0.3325881063938141,595
101.0,20.2,-0.3345527946949005,600
75.0,15.0,-0.3226890563964844,605
111.0,22.2,-0.32936322689056396,610
156.0,31.2,-0.34380999207496643,615
89.0,17.8,-0.3252561688423157,620
133.0,26.6,-0.3402594327926636,625
106.0,21.2,-0.3349014222621918,630
129.0,25.8,-0.33368977904319763,635
108.0,21.6,-0.33249637484550476,640
93.0,18.6,-0.3272244334220886,645
116.0,23.2,-0.327767550945282,650
94.0,18.8,-0.3070034980773926,655
104.0,20.8,-0.32560011744499207,660
89.0,17.8,-0.3445221483707428,665
145.0,29.0,-0.3271236717700958,670
110.0,22.0,-0.33397266268730164,675
120.0,24.0,-0.32614800333976746,680
123.0,24.6,-0.3399856388568878,685
170.0,34.0,-0.36179420351982117,690
192.0,38.4,-0.36600160598754883,695
128.0,25.6,-0.32878589630126953,700
117.0,23.4,-0.341595321893692,705
134.0,26.8,-0.317445307970047,710
95.0,19.0,-0.333281010389328,715
146.0,29.2,-0.3421921133995056,720
126.0,25.2,-0.3426232933998108,725
107.0,21.4,-0.33393988013267517,730
104.0,20.8,-0.32600662112236023,735
146.0,29.2,-0.33033308386802673,740
89.0,17.8,-0.32442706823349,745
166.0,33.2,-0.36430254578590393,750
166.0,33.2,-0.33611834049224854,755
111.0,22.2,-0.32691603899002075,760
165.0,33.0,-0.3286210894584656,765
131.0,26.2,-0.3302786946296692,770
128.0,25.6,-0.34573444724082947,775
141.0,28.2,-0.34006255865097046,780
141.0,28.2,-0.32640042901039124,785
144.0,28.8,-0.32620134949684143,790
191.0,38.2,-0.357293039560318,795
125.0,25.0,-0.32633158564567566,800
143.0,28.6,-0.3263686001300812,805
124.0,24.8,-0.323049932718277,810
177.0,35.4,-0.3612987697124481,815
95.0,19.0,-0.3241707980632782,820
162.0,32.4,-0.3730015158653259,825
99.0,19.8,-0.3270459771156311,830
119.0,23.8,-0.3332597017288208,835
114.0,22.8,-0.32190534472465515,840
109.0,21.8,-0.33435577154159546,845
97.0,19.4,-0.3109934329986572,850
85.0,17.0,-0.3222292363643646,855
110.0,22.0,-0.32931065559387207,860
79.0,15.8,-0.3263776898384094,865
126.0,25.2,-0.3366556465625763,870
109.0,21.8,-0.3179785907268524,875
127.0,25.4,-0.33851853013038635,880
108.0,21.6,-0.33515265583992004,885
62.0,12.4,-0.32123520970344543,890
130.0,26.0,-0.3218475580215454,895
135.0,27.0,-0.33280518651008606,900
104.0,20.8,-0.34523093700408936,905
145.0,29.0,-0.32937273383140564,910
150.0,30.0,-0.3692808151245117,915
97.0,19.4,-0.33158236742019653,920
160.0,32.0,-0.33346542716026306,925
108.0,21.6,-0.3280292749404907,930
214.0,42.8,-0.3434847891330719,935
124.0,24.8,-0.34609928727149963,940
153.0,30.6,-0.3434329926967621,945
105.0,21.0,-0.3302847146987915,950
118.0,23.6,-0.3245857357978821,955
129.0,25.8,-0.3407069146633148,960
147.0,29.4,-0.33763107657432556,965
183.0,36.6,-0.3729757070541382,970
129.0,25.8,-0.3388650119304657,975
178.0,35.6,-0.355676531791687,980
142.0,28.4,-0.3570093512535095,985
94.0,18.8,-0.32580772042274475,990
216.0,43.2,-0.34840127825737,995
139.0,27.8,-0.3191074728965759,1000
97.0,19.4,-0.321834534406662,1005
165.0,33.0,-0.3293624520301819,1010
128.0,25.6,-0.31909996271133423,1015
90.0,18.0,-0.3221004605293274,1020
120.0,24.0,-0.3225758969783783,1025
110.0,22.0,-0.3229179382324219,1030
183.0,36.6,-0.3358568251132965,1035
107.0,21.4,-0.3292447030544281,1040
140.0,28.0,-0.32179105281829834,1045
136.0,27.2,-0.32573065161705017,1050
246.0,49.2,-0.345488578081131,1055
117.0,23.4,-0.34006670117378235,1060
257.0,51.4,-0.33879947662353516,1065
169.0,33.8,-0.350941926240921,1070
185.0,37.0,-0.3586171865463257,1075
141.0,28.2,-0.3215785622596741,1080
152.0,30.4,-0.3365849554538727,1085
157.0,31.4,-0.3653704524040222,1090
159.0,31.8,-0.33440902829170227,1095
120.0,24.0,-0.34093326330184937,1100
201.0,40.2,-0.33844923973083496,1105
219.0,43.8,-0.35109400749206543,1110
263.0,52.6,-0.3550150692462921,1115
201.0,40.2,-0.3496033847332001,1120
313.0,62.6,-0.33947136998176575,1125
302.0,60.4,-0.3442603647708893,1130
308.0,61.6,-0.33771267533302307,1135
251.0,50.2,-0.3532044291496277,1140
148.0,29.6,-0.30538347363471985,1145
233.0,46.6,-0.3530670702457428,1150
319.0,63.8,-0.3307492136955261,1155
350.0,70.0,-0.34717267751693726,1160
384.0,76.8,-0.32274261116981506,1165
422.0,84.4,-0.32839006185531616,1170
228.0,45.6,-0.30992454290390015,1175
367.0,73.4,-0.33390071988105774,1180
398.0,79.6,-0.3453659117221832,1185
565.0,113.0,-0.301306813955307,1190
490.0,98.0,-0.32132676243782043,1195
512.0,102.4,-0.31597256660461426,1200
365.0,73.0,-0.3505546748638153,1205
433.0,86.6,-0.32052144408226013,1210
498.0,99.6,-0.33124780654907227,1215
336.0,67.2,-0.3218598961830139,1220
311.0,62.2,-0.3413241505622864,1225
321.0,64.2,-0.3447491526603699,1230
187.0,37.4,-0.31791070103645325,1235
214.0,42.8,-0.29995036125183105,1240
209.0,41.8,-0.33326685428619385,1245
185.0,37.0,-0.28255948424339294,1250
271.0,54.2,-0.3443583846092224,1255
236.0,47.2,-0.3281277120113373,1260
186.0,37.2,-0.3085566759109497,1265
169.0,33.8,-0.29311126470565796,1270
174.0,34.8,-0.28989309072494507,1275
128.0,25.6,-0.2745927572250366,1280
156.0,31.2,-0.2774413526058197,1285
141.0,28.2,-0.2932639718055725,1290
181.0,36.2,-0.2723075747489929,1295
190.0,38.0,-0.28218960762023926,1300
198.0,39.6,-0.27305474877357483,1305
161.0,32.2,-0.2835294008255005,1310
137.0,27.4,-0.28676924109458923,1315
185.0,37.0,-0.30793672800064087,1320
138.0,27.6,-0.2708069086074829,1325
139.0,27.8,-0.2733404040336609,1330
169.0,33.8,-0.25757548213005066,1335
194.0,38.8,-0.27253004908561707,1340
188.0,37.6,-0.2716241776943207,1345
254.0,50.8,-0.2872135043144226,1350
275.0,55.0,-0.30489450693130493,1355
314.0,62.8,-0.30115067958831787,1360
259.0,51.8,-0.28657886385917664,1365
274.0,54.8,-0.2947578728199005,1370
315.0,63.0,-0.284370481967926,1375
420.0,84.0,-0.28122013807296753,1380
304.0,60.8,-0.29020482301712036,1385
347.0,69.4,-0.2792486846446991,1390
436.0,87.2,-0.2617129385471344,1395
298.0,59.6,-0.27968278527259827,1400
290.0,58.0,-0.2966199517250061,1405
293.0,58.6,-0.2687513530254364,1410
301.0,60.2,-0.2640783488750458,1415
297.0,59.4,-0.2812418043613434,1420
295.0,59.0,-0.2812604308128357,1425
308.0,61.6,-0.2759893238544464,1430
346.0,69.2,-0.30547887086868286,1435
275.0,55.0,-0.26983094215393066,1440
272.0,54.4,-0.24922586977481842,1445
419.0,83.8,-0.2561200261116028,1450
316.0,63.2,-0.2530679702758789,1455
317.0,63.4,-0.2537248432636261,1460
306.0,61.2,-0.2625858783721924,1465
329.0,65.8,-0.266976922750473,1470
326.0,65.2,-0.2646888196468353,1475
428.0,85.6,-0.2437351644039154,1480
316.0,63.2,-0.260174036026001,1485
367.0,73.4,-0.27776938676834106,1490
373.0,74.6,-0.26097598671913147,1495
318.0,63.6,-0.27720341086387634,1500
346.0,69.2,-0.2672405540943146,1505
325.0,65.0,-0.2874023914337158,1510
415.0,83.0,-0.25887230038642883,1515
503.0,100.6,-0.26642149686813354,1520
418.0,83.6,-0.26785600185394287,1525
322.0,64.4,-0.2640377879142761,1530
570.0,114.0,-0.24567648768424988,1535
343.0,68.6,-0.26842209696769714,1540
323.0,64.6,-0.27676114439964294,1545
296.0,59.2,-0.2819293141365051,1550
619.0,123.8,-0.26687514781951904,1555
416.0,83.2,-0.284103661775589,1560
498.0,99.6,-0.29981642961502075,1565
268.0,53.6,-0.26020547747612,1570
428.0,85.6,-0.2733575105667114,1575
411.0,82.2,-0.29171478748321533,1580
363.0,72.6,-0.2915985882282257,1585
376.0,75.2,-0.2707919180393219,1590
452.0,90.4,-0.2971310317516327,1595
367.0,73.4,-0.2947559058666229,1600
380.0,76.0,-0.2887576222419739,1605
519.0,103.8,-0.2703001797199249,1610
407.0,81.4,-0.2852098345756531,1615
668.0,133.6,-0.2705146074295044,1620
436.0,87.2,-0.30569276213645935,1625
418.0,83.6,-0.2917002737522125,1630
527.0,105.4,-0.2697019577026367,1635
541.0,108.2,-0.2923319935798645,1640
450.0,90.0,-0.2872810661792755,1645
486.0,97.2,-0.26877787709236145,1650
586.0,117.2,-0.2843734323978424,1655
504.0,100.8,-0.29393646121025085,1660
495.0,99.0,-0.28225526213645935,1665
426.0,85.2,-0.31057173013687134,1670
444.0,88.8,-0.31152743101119995,1675
456.0,91.2,-0.28087612986564636,1680
471.0,94.2,-0.2913546562194824,1685
496.0,99.2,-0.2839125692844391,1690
467.0,93.4,-0.2844887375831604,1695
463.0,92.6,-0.27567774057388306,1700
518.0,103.6,-0.27867573499679565,1705
537.0,107.4,-0.28661832213401794,1710
638.0,127.6,-0.2699316143989563,1715
670.0,134.0,-0.2734288275241852,1720
769.0,153.8,-0.26910433173179626,1725
645.0,129.0,-0.26937440037727356,1730
456.0,91.2,-0.2961300015449524,1735
591.0,118.2,-0.27045905590057373,1740
672.0,134.4,-0.26792922616004944,1745
643.0,128.6,-0.28915852308273315,1750
841.0,168.2,-0.25474753975868225,1755
744.0,148.8,-0.26696857810020447,1760
754.0,150.8,-0.2589016258716583,1765
745.0,149.0,-0.27511686086654663,1770
678.0,135.6,-0.27377811074256897,1775
542.0,108.4,-0.28012797236442566,1780
482.0,96.4,-0.2984004616737366,1785
564.0,112.8,-0.28570491075515747,1790
526.0,105.2,-0.28553274273872375,1795
429.0,85.8,-0.31285083293914795,1800
642.0,128.4,-0.28988713026046753,1805
789.0,157.8,-0.25857824087142944,1810
618.0,123.6,-0.30434682965278625,1815
693.0,138.6,-0.27829989790916443,1820
821.0,164.2,-0.26921334862709045,1825
881.0,176.2,-0.24802248179912567,1830
922.0,184.4,-0.25607961416244507,1835
763.0,152.6,-0.2877015173435211,1840
731.0,146.2,-0.27064964175224304,1845
818.0,163.6,-0.26569467782974243,1850
765.0,153.0,-0.27027228474617004,1855
844.0,168.8,-0.2618628740310669,1860
589.0,117.8,-0.29191330075263977,1865
787.0,157.4,-0.2632910907268524,1870
867.0,173.4,-0.25515371561050415,1875
915.0,183.0,-0.24169787764549255,1880
752.0,150.4,-0.2643362581729889,1885
749.0,149.8,-0.27746638655662537,1890
859.0,171.8,-0.2660120725631714,1895
775.0,155.0,-0.27933937311172485,1900
694.0,138.8,-0.2731143534183502,1905
851.0,170.2,-0.26047879457473755,1910
611.0,122.2,-0.3043682277202606,1915
648.0,129.6,-0.2933899164199829,1920
529.0,105.8,-0.2947007119655609,1925
360.0,72.0,-0.3085305988788605,1930
495.0,99.0,-0.32446032762527466,1935
767.0,153.4,-0.26316165924072266,1940
482.0,96.4,-0.29827943444252014,1945
458.0,91.6,-0.3013209402561188,1950
569.0,113.8,-0.2856493592262268,1955
540.0,108.0,-0.2954277992248535,1960
657.0,131.4,-0.2848345935344696,1965
567.0,113.4,-0.2670009136199951,1970
661.0,132.2,-0.2961806654930115,1975
374.0,74.8,-0.31242892146110535,1980
514.0,102.8,-0.29416441917419434,1985
439.0,87.8,-0.3018152713775635,1990
589.0,117.8,-0.2866000533103943,1995
673.0,134.6,-0.27572011947631836,2000
491.0,98.2,-0.28802257776260376,2005
502.0,100.4,-0.2913190424442291,2010
684.0,136.8,-0.2605753540992737,2015
585.0,117.0,-0.2784154713153839,2020
490.0,98.0,-0.3181760609149933,2025
481.0,96.2,-0.3038674592971802,2030
559.0,111.8,-0.2845531105995178,2035
344.0,68.8,-0.3110370337963104,2040
468.0,93.6,-0.32684192061424255,2045
550.0,110.0,-0.2799729108810425,2050
498.0,99.6,-0.2940945327281952,2055
478.0,95.6,-0.3053005337715149,2060
638.0,127.6,-0.2735568881034851,2065
501.0,100.2,-0.32170242071151733,2070
731.0,146.2,-0.2598632574081421,2075
577.0,115.4,-0.27256399393081665,2080
495.0,99.0,-0.2753492295742035,2085
655.0,131.0,-0.2919852137565613,2090
656.0,131.2,-0.27932503819465637,2095
519.0,103.8,-0.28536275029182434,2100
425.0,85.0,-0.32349893450737,2105
303.0,60.6,-0.32709527015686035,2110
464.0,92.8,-0.3068963289260864,2115
354.0,70.8,-0.2968566119670868,2120
459.0,91.8,-0.29264581203460693,2125
454.0,90.8,-0.29909512400627136,2130
480.0,96.0,-0.30375662446022034,2135
511.0,102.2,-0.3016867935657501,2140
438.0,87.6,-0.28403419256210327,2145
325.0,65.0,-0.3250955045223236,2150
445.0,89.0,-0.3128427267074585,2155
476.0,95.2,-0.2751147747039795,2160
349.0,69.8,-0.3309052586555481,2165
323.0,64.6,-0.29476287961006165,2170
306.0,61.2,-0.29730474948883057,2175
275.0,55.0,-0.28807350993156433,2180
262.0,52.4,-0.2849494516849518,2185
247.0,49.4,-0.2895693778991699,2190
390.0,78.0,-0.28957656025886536,2195
398.0,79.6,-0.30953487753868103,2200
315.0,63.0,-0.3229285478591919,2205
244.0,48.8,-0.29578179121017456,2210
232.0,46.4,-0.2965617775917053,2215
325.0,65.0,-0.30256932973861694,2220
217.0,43.4,-0.2804889678955078,2225
286.0,57.2,-0.3051661550998688,2230
366.0,73.2,-0.30820080637931824,2235
250.0,50.0,-0.2960183918476105,2240
387.0,77.4,-0.3190012574195862,2245
349.0,69.8,-0.3200511932373047,2250
313.0,62.6,-0.3188655376434326,2255
320.0,64.0,-0.31194472312927246,2260
372.0,74.4,-0.29605546593666077,2265
392.0,78.4,-0.29973769187927246,2270
381.0,76.2,-0.3098653554916382,2275
307.0,61.4,-0.309661328792572,2280
295.0,59.0,-0.3135487735271454,2285
310.0,62.0,-0.32026296854019165,2290
360.0,72.0,-0.3253321349620819,2295
255.0,51.0,-0.3225225806236267,2300
260.0,52.0,-0.28479400277137756,2305
304.0,60.8,-0.30789539217948914,2310
469.0,93.8,-0.3014775216579437,2315
300.0,60.0,-0.3001944422721863,2320
303.0,60.6,-0.280273973941803,2325
325.0,65.0,-0.30136871337890625,2330
323.0,64.6,-0.3079989552497864,2335
392.0,78.4,-0.32181212306022644,2340
325.0,65.0,-0.31631535291671753,2345
515.0,103.0,-0.2901548147201538,2350
370.0,74.0,-0.3226360082626343,2355
268.0,53.6,-0.30735111236572266,2360
408.0,81.6,-0.31560268998146057,2365
338.0,67.6,-0.3099435269832611,2370
282.0,56.4,-0.2960219085216522,2375
276.0,55.2,-0.3091493546962738,2380
400.0,80.0,-0.3270515203475952,2385
383.0,76.6,-0.32039105892181396,2390
298.0,59.6,-0.3318256437778473,2395
403.0,80.6,-0.30560219287872314,2400
389.0,77.8,-0.3165701627731323,2405
314.0,62.8,-0.3352294862270355,2410
327.0,65.4,-0.3150443136692047,2415
440.0,88.0,-0.3004245162010193,2420
437.0,87.4,-0.31933194398880005,2425
377.0,75.4,-0.3215472400188446,2430
449.0,89.8,-0.30864641070365906,2435
283.0,56.6,-0.3230055272579193,2440
363.0,72.6,-0.321520060300827,2445
340.0,68.0,-0.33344605565071106,2450
398.0,79.6,-0.3284223675727844,2455
278.0,55.6,-0.3242235481739044,2460
387.0,77.4,-0.3207733631134033,2465
401.0,80.2,-0.3539959192276001,2470
294.0,58.8,-0.3313872814178467,2475
381.0,76.2,-0.3344331979751587,2480
214.0,42.8,-0.3258454501628876,2485
361.0,72.2,-0.30855175852775574,2490
202.0,40.4,-0.3441172242164612,2495
344.0,68.8,-0.3241690397262573,2500
265.0,53.0,-0.3344844877719879,2505
280.0,56.0,-0.3179953098297119,2510
295.0,59.0,-0.33485040068626404,2515
442.0,88.4,-0.33316734433174133,2520
379.0,75.8,-0.35698387026786804,2525
318.0,63.6,-0.33826303482055664,2530
251.0,50.2,-0.3398612439632416,2535
300.0,60.0,-0.32650598883628845,2540
255.0,51.0,-0.33304497599601746,2545
226.0,45.2,-0.33001911640167236,2550
409.0,81.8,-0.3345124125480652,2555
375.0,75.0,-0.3362683951854706,2560
362.0,72.4,-0.3233446180820465,2565
352.0,70.4,-0.33965399861335754,2570
317.0,63.4,-0.35508760809898376,2575
283.0,56.6,-0.34275469183921814,2580
372.0,74.4,-0.3211212158203125,2585
405.0,81.0,-0.3200519382953644,2590
412.0,82.4,-0.3162257969379425,2595
588.0,117.6,-0.2985230088233948,2600
363.0,72.6,-0.3323720693588257,2605
335.0,67.0,-0.3439211845397949,2610
398.0,79.6,-0.3534368872642517,2615
267.0,53.4,-0.3095570504665375,2620
323.0,64.6,-0.32619574666023254,2625
472.0,94.4,-0.3172033131122589,2630
348.0,69.6,-0.3429124355316162,2635
264.0,52.8,-0.2987551689147949,2640
368.0,73.6,-0.35467034578323364,2645
316.0,63.2,-0.3708944618701935,2650
331.0,66.2,-0.3331873118877411,2655
325.0,65.0,-0.35394689440727234,2660
320.0,64.0,-0.3461282551288605,2665
287.0,57.4,-0.3383663594722748,2670
299.0,59.8,-0.34119999408721924,2675
358.0,71.6,-0.3390156924724579,2680
315.0,63.0,-0.3429752290248871,2685
170.0,34.0,-0.3075783848762512,2690
333.0,66.6,-0.33995160460472107,2695
321.0,64.2,-0.35553258657455444,2700
292.0,58.4,-0.32117390632629395,2705
384.0,76.8,-0.3236222267150879,2710
382.0,76.4,-0.3598511815071106,2715
299.0,59.8,-0.3402957320213318,2720
440.0,88.0,-0.33124813437461853,2725
345.0,69.0,-0.3368532955646515,2730
401.0,80.2,-0.3405100107192993,2735
373.0,74.6,-0.35578832030296326,2740
304.0,60.8,-0.3320891857147217,2745
409.0,81.8,-0.35458457469940186,2750
479.0,95.8,-0.3229633867740631,2755
332.0,66.4,-0.37328967452049255,2760
345.0,69.0,-0.3245355188846588,2765
416.0,83.2,-0.3375442326068878,2770
273.0,54.6,-0.3345900774002075,2775
523.0,104.6,-0.3130764961242676,2780
349.0,69.8,-0.34857919812202454,2785
246.0,49.2,-0.3524782657623291,2790
261.0,52.2,-0.3142869770526886,2795
281.0,56.2,-0.3461417257785797,2800
410.0,82.0,-0.32556286454200745,2805
445.0,89.0,-0.314216673374176,2810
427.0,85.4,-0.3143163025379181,2815
493.0,98.6,-0.32997140288352966,2820
288.0,57.6,-0.3426615595817566,2825
252.0,50.4,-0.32277217507362366,2830
297.0,59.4,-0.3320043683052063,2835
339.0,67.8,-0.3409106731414795,2840
372.0,74.4,-0.34068194031715393,2845
281.0,56.2,-0.34562399983406067,2850
240.0,48.0,-0.3473271429538727,2855
348.0,69.6,-0.3337392210960388,2860
318.0,63.6,-0.3524182140827179,2865
214.0,42.8,-0.32239580154418945,2870
341.0,68.2,-0.3237490952014923,2875
212.0,42.4,-0.34856706857681274,2880
308.0,61.6,-0.35450854897499084,2885
253.0,50.6,-0.33882418274879456,2890
258.0,51.6,-0.3370402753353119,2895
222.0,44.4,-0.3146362602710724,2900
356.0,71.2,-0.3271253705024719,2905
280.0,56.0,-0.3200274407863617,2910
359.0,71.8,-0.3188944458961487,2915
379.0,75.8,-0.3070104420185089,2920
340.0,68.0,-0.3329097330570221,2925
234.0,46.8,-0.3134278953075409,2930
399.0,79.8,-0.3333054184913635,2935
382.0,76.4,-0.32842057943344116,2940
338.0,67.6,-0.32705143094062805,2945
396.0,79.2,-0.31444960832595825,2950
294.0,58.8,-0.34350016713142395,2955
279.0,55.8,-0.3429255187511444,2960
297.0,59.4,-0.3333609700202942,2965
312.0,62.4,-0.3460474908351898,2970
356.0,71.2,-0.36129605770111084,2975
360.0,72.0,-0.33534759283065796,2980
417.0,83.4,-0.31144455075263977,2985
307.0,61.4,-0.3263359069824219,2990
446.0,89.2,-0.33677947521209717,2995
308.0,61.6,-0.31382012367248535,3000
409.0,81.8,-0.3109150230884552,3005
313.0,62.6,-0.33344486355781555,3010
360.0,72.0,-0.3305971026420593,3015
380.0,76.0,-0.33848661184310913,3020
428.0,85.6,-0.33520564436912537,3025
417.0,83.4,-0.3054162859916687,3030
361.0,72.2,-0.3295208215713501,3035
339.0,67.8,-0.32029515504837036,3040
324.0,64.8,-0.3317856788635254,3045
345.0,69.0,-0.32017967104911804,3050
355.0,71.0,-0.35359203815460205,3055
446.0,89.2,-0.31876492500305176,3060
512.0,102.4,-0.3052927553653717,3065
287.0,57.4,-0.30824708938598633,3070
393.0,78.6,-0.30933746695518494,3075
488.0,97.6,-0.2817961871623993,3080
546.0,109.2,-0.3001251816749573,3085
360.0,72.0,-0.324937105178833,3090
339.0,67.8,-0.31537944078445435,3095
426.0,85.2,-0.30676764249801636,3100
359.0,71.8,-0.32886287569999695,3105
324.0,64.8,-0.3065482974052429,3110
291.0,58.2,-0.3147521913051605,3115
409.0,81.8,-0.301559716463089,3120
384.0,76.8,-0.32866623997688293,3125
496.0,99.2,-0.31302568316459656,3130
354.0,70.8,-0.3215748965740204,3135
331.0,66.2,-0.3109250068664551,3140
492.0,98.4,-0.30740219354629517,3145
357.0,71.4,-0.30839717388153076,3150
486.0,97.2,-0.3035200834274292,3155
349.0,69.8,-0.34934717416763306,3160
351.0,70.2,-0.32749202847480774,3165
249.0,49.8,-0.33485740423202515,3170
260.0,52.0,-0.31605178117752075,3175
474.0,94.8,-0.29330599308013916,3180
307.0,61.4,-0.323680579662323,3185
247.0,49.4,-0.3127794861793518,3190
237.0,47.4,-0.32012975215911865,3195
209.0,41.8,-0.3009372353553772,3200
264.0,52.8,-0.31981420516967773,3205
266.0,53.2,-0.3103926479816437,3210
204.0,40.8,-0.3112174868583679,3215
300.0,60.0,-0.3256223201751709,3220
263.0,52.6,-0.32424187660217285,3225
199.0,39.8,-0.32241830229759216,3230
179.0,35.8,-0.29255419969558716,3235
163.0,32.6,-0.29931506514549255,3240
168.0,33.6,-0.28654876351356506,3245
203.0,40.6,-0.2834084928035736,3250
226.0,45.2,-0.3224877417087555,3255
261.0,52.2,-0.28535372018814087,3260
227.0,45.4,-0.316785991191864,3265
127.0,25.4,-0.29044753313064575,3270
199.0,39.8,-0.3178306818008423,3275
179.0,35.8,-0.28865891695022583,3280
210.0,42.0,-0.31542903184890747,3285
223.0,44.6,-0.3022362291812897,3290
298.0,59.6,-0.3037247657775879,3295
265.0,53.0,-0.30964574217796326,3300
264.0,52.8,-0.30173414945602417,3305
256.0,51.2,-0.3340996503829956,3310
313.0,62.6,-0.33198970556259155,3315
357.0,71.4,-0.31368961930274963,3320
388.0,77.6,-0.3070986270904541,3325
369.0,73.8,-0.32399335503578186,3330
292.0,58.4,-0.3216218650341034,3335
304.0,60.8,-0.3278127610683441,3340
376.0,75.2,-0.3330898880958557,3345
502.0,100.4,-0.30079925060272217,3350
446.0,89.2,-0.3284432590007782,3355
325.0,65.0,-0.32955601811408997,3360
226.0,45.2,-0.3306828439235687,3365
553.0,110.6,-0.29716169834136963,3370
441.0,88.2,-0.30524060130119324,3375
