Episode_reward,Loss,episode
-734.3846204042682,22.7055980373919,113
-878.3373223390909,25.161819908469916,114
-376.70457557936993,19.546717322915793,115
-508.5545705869219,20.56222064897418,116
-503.425602490802,17.00599652223289,117
-375.91923117552994,24.69850500717759,118
-249.37784986808146,18.53221425265074,119
-1230.7925881337471,18.968866907656192,120
-1047.3458950014876,19.263563225716354,121
-520.5705180139792,19.088095309063792,122
-127.41132204350131,16.680690984129907,123
-494.0516561225265,14.114880212694407,124
-241.7952363379058,15.163003908470273,125
-622.1498929576501,13.860611055344343,126
-126.28689389993978,10.743532688766718,127
-481.7462220794856,12.154294685646892,128
-252.0518702878864,8.22040078625083,129
-1058.259944433226,10.099088204875589,130
-1175.9008885759447,10.603743339329958,131
-1380.0705786753408,10.230509576946497,132
-778.3397305876816,15.391569518595935,133
-133.46953696397125,14.409788343980908,134
-900.7765687642241,15.92464128397405,135
-865.3962979056647,12.270800278410315,136
-895.7349032156494,9.966138138473035,137
-637.3153610072421,14.353773091882466,138
-643.3822494854851,12.138147334828973,139
-529.7190572819877,11.232233720272779,140
-267.4607062952199,11.33184901200235,141
-381.90410426841044,8.22482607923448,142
-131.40242751324504,7.3245576003938915,143
-372.0020306586164,9.024972496032715,144
-117.72238854186023,9.184057947322726,145
-127.93529934947,9.165707747861743,146
-649.3362683996553,12.506398611739279,147
-124.71662549383197,9.226185390949249,148
-125.02271326676247,10.296387278512121,149
-2.9754935149676016,12.134869307279587,150
-123.54315765522725,10.784451853185892,151
-121.59970310844948,12.01533182270825,152
-127.83470800816228,9.180831761807204,153
-128.07100431495167,9.951997726485134,154
-244.87853058154593,11.53757042095065,155
-387.62244377800465,12.070866116993129,156
-380.34783270446457,13.931512423604726,157
-0.2049996884126917,17.255584732964635,158
-0.1618008890243681,21.664329013191164,159
-259.02778073541367,25.850017339736223,160
-401.527916216881,20.795998985096812,161
-119.79479164027957,22.34058747135103,162
-1.099818418403321,20.18182430770248,163
-369.6545190068,16.527924857279285,164
-334.81240334087715,15.65822378879413,165
-342.41405521558937,13.056955074761063,166
-0.5857461587394992,11.401023681247606,167
-260.2752873027791,9.589962152335794,168
-261.66037029388485,7.553395981565118,169
-129.56440024749517,5.8495552339963615,170
-258.08730583463785,5.231778765879572,171
-120.20548753691581,4.1807065053051335,172
-260.95698845711877,3.291417717039585,173
-389.37460725626335,2.9867228827252985,174
-1187.125597823911,2.858089001998305,175
-114.04855440980137,2.766956553393975,176
-250.30580205457662,2.595750063546002,177
-0.3014525534964593,2.9701660694740712,178
-1493.5148444234912,2.094745456716046,179
-388.5575184518914,3.2538931934162973,180
-118.72923345772811,7.536445793844759,181
-1130.9116601613175,5.056547564156354,182
-118.80008688384058,7.5332822824828325,183
-133.28311695911438,7.767288487832993,184
-1128.0453572089707,7.902463755961508,185
-4.918048537370808,9.419822578150779,186
-507.91622762502357,13.655524237100035,187
-116.65599103879406,11.857215057630093,188
-119.57400403798566,12.931360413730145,189
-126.60727857129913,10.384384954106062,190
-130.69187463526168,11.276750937402248,191
-532.6094861649789,9.913348460327834,192
-119.40447754106185,10.843797551989555,193
-118.01457640625543,15.639693554751576,194
-125.38472296989859,14.797974425330757,195
-0.7717357914055901,9.847735727513209,196
-117.80949351393008,13.156731079723686,197
-117.81753855241199,8.287331903707235,198
-244.8041840890352,8.84490654880181,199
